subject_id,level,level_name,seed,rho_hat_T,delta_from_raw
sub-006_cc200,L0,Raw,314,0.761880,0.000000
sub-006_cc200,L1,+LW,314,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,314,0.635308,-0.126571
sub-006_cc200,L3,+SB+Atten,314,0.742297,-0.019582
sub-006_cc200,L4,+Prior,314,0.826902,0.065022
sub-006_cc200,L5,Full BS-NET,314,0.818539,0.056660
sub-006_cc200,L0,Raw,628,0.761880,0.000000
sub-006_cc200,L1,+LW,628,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,628,0.642067,-0.119813
sub-006_cc200,L3,+SB+Atten,628,0.753139,-0.008740
sub-006_cc200,L4,+Prior,628,0.820135,0.058256
sub-006_cc200,L5,Full BS-NET,628,0.820524,0.058645
sub-006_cc200,L0,Raw,1414,0.761880,0.000000
sub-006_cc200,L1,+LW,1414,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,1414,0.647087,-0.114793
sub-006_cc200,L3,+SB+Atten,1414,0.745404,-0.016476
sub-006_cc200,L4,+Prior,1414,0.809118,0.047239
sub-006_cc200,L5,Full BS-NET,1414,0.825383,0.063503
sub-007_cc200,L0,Raw,42,0.753659,0.000000
sub-007_cc200,L1,+LW,42,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,42,0.647964,-0.105695
sub-007_cc200,L3,+SB+Atten,42,0.755629,0.001970
sub-007_cc200,L4,+Prior,42,0.824436,0.070777
sub-007_cc200,L5,Full BS-NET,42,0.829474,0.075815
sub-006_cc200,L0,Raw,2718,0.761880,0.000000
sub-006_cc200,L1,+LW,2718,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,2718,0.632353,-0.129527
sub-006_cc200,L3,+SB+Atten,2718,0.757546,-0.004334
sub-006_cc200,L4,+Prior,2718,0.815266,0.053386
sub-006_cc200,L5,Full BS-NET,2718,0.813680,0.051800
sub-007_cc200,L0,Raw,123,0.753659,0.000000
sub-007_cc200,L1,+LW,123,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,123,0.662588,-0.091071
sub-007_cc200,L3,+SB+Atten,123,0.780305,0.026646
sub-007_cc200,L4,+Prior,123,0.820123,0.066465
sub-007_cc200,L5,Full BS-NET,123,0.816439,0.062780
sub-006_cc200,L0,Raw,3141,0.761880,0.000000
sub-006_cc200,L1,+LW,3141,0.761660,-0.000220
sub-006_cc200,L2,+Bootstrap,3141,0.644509,-0.117371
sub-006_cc200,L3,+SB+Atten,3141,0.748812,-0.013068
sub-006_cc200,L4,+Prior,3141,0.813565,0.051686
sub-006_cc200,L5,Full BS-NET,3141,0.813140,0.051261
sub-007_cc200,L0,Raw,777,0.753659,0.000000
sub-007_cc200,L1,+LW,777,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,777,0.651678,-0.101981
sub-007_cc200,L3,+SB+Atten,777,0.751065,-0.002594
sub-007_cc200,L4,+Prior,777,0.823062,0.069404
sub-007_cc200,L5,Full BS-NET,777,0.825949,0.072290
sub-007_cc200,L0,Raw,2026,0.753659,0.000000
sub-007_cc200,L1,+LW,2026,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,2026,0.663135,-0.090523
sub-007_cc200,L3,+SB+Atten,2026,0.763009,0.009350
sub-007_cc200,L4,+Prior,2026,0.817516,0.063857
sub-007_cc200,L5,Full BS-NET,2026,0.828735,0.075076
sub-007_cc200,L0,Raw,9999,0.753659,0.000000
sub-007_cc200,L1,+LW,9999,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,9999,0.644114,-0.109545
sub-007_cc200,L3,+SB+Atten,9999,0.755054,0.001395
sub-007_cc200,L4,+Prior,9999,0.818276,0.064618
sub-007_cc200,L5,Full BS-NET,9999,0.825712,0.072053
sub-007_cc200,L0,Raw,314,0.753659,0.000000
sub-007_cc200,L1,+LW,314,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,314,0.654574,-0.099085
sub-007_cc200,L3,+SB+Atten,314,0.745969,-0.007690
sub-007_cc200,L4,+Prior,314,0.831955,0.078296
sub-007_cc200,L5,Full BS-NET,314,0.818495,0.064836
sub-007_cc200,L0,Raw,628,0.753659,0.000000
sub-007_cc200,L1,+LW,628,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,628,0.660614,-0.093045
sub-007_cc200,L3,+SB+Atten,628,0.758111,0.004453
sub-007_cc200,L4,+Prior,628,0.827878,0.074220
sub-007_cc200,L5,Full BS-NET,628,0.826650,0.072991
sub-007_cc200,L0,Raw,1414,0.753659,0.000000
sub-007_cc200,L1,+LW,1414,0.749772,-0.003887
sub-007_cc200,L2,+Bootstrap,1414,0.656910,-0.096749
sub-007_cc200,L3,+SB+Atten,1414,0.754092,0.000434
sub-007_cc200,L4,+Prior,1414,0.818443,0.064784
sub-007_cc200,L5,Full BS-NET,1414,0.826555,0.072897
sub-007_cc200,L0,Raw,2718,0.753659,0.000000
