Seed,Subject,Model,Network,Jaccard Overlap
314,14,Raw FC (2m),Visual,0.9333333333333333
314,14,Raw FC (2m),Somatomotor,0.9285714285714286
314,14,Raw FC (2m),Dorsal Attn,0.9333333333333333
314,14,Raw FC (2m),Ventral Attn,1.0
314,14,Raw FC (2m),Limbic,0.9333333333333333
314,14,Raw FC (2m),Control,0.9285714285714286
314,14,Raw FC (2m),Default Mode,0.9375
314,14,BS-NET (2m),Visual,0.9333333333333333
314,14,BS-NET (2m),Somatomotor,0.9285714285714286
314,14,BS-NET (2m),Dorsal Attn,0.9333333333333333
314,14,BS-NET (2m),Ventral Attn,1.0
314,14,BS-NET (2m),Limbic,0.9333333333333333
314,14,BS-NET (2m),Control,0.9285714285714286
314,14,BS-NET (2m),Default Mode,0.9375
314,15,Raw FC (2m),Visual,0.8666666666666667
314,15,Raw FC (2m),Somatomotor,1.0
314,15,Raw FC (2m),Dorsal Attn,1.0
314,15,Raw FC (2m),Ventral Attn,0.4375
314,15,Raw FC (2m),Limbic,0.42857142857142855
314,15,Raw FC (2m),Control,0.5384615384615384
314,15,Raw FC (2m),Default Mode,0.5
314,15,BS-NET (2m),Visual,0.8666666666666667
314,15,BS-NET (2m),Somatomotor,1.0
314,15,BS-NET (2m),Dorsal Attn,1.0
314,15,BS-NET (2m),Ventral Attn,0.4375
314,15,BS-NET (2m),Limbic,0.42857142857142855
314,15,BS-NET (2m),Control,0.5384615384615384
314,15,BS-NET (2m),Default Mode,0.5
314,16,Raw FC (2m),Visual,1.0
314,16,Raw FC (2m),Somatomotor,0.7777777777777778
314,16,Raw FC (2m),Dorsal Attn,1.0
314,16,Raw FC (2m),Ventral Attn,0.8571428571428571
314,16,Raw FC (2m),Limbic,0.8125
314,16,Raw FC (2m),Control,0.7857142857142857
314,16,Raw FC (2m),Default Mode,1.0
314,16,BS-NET (2m),Visual,1.0
314,16,BS-NET (2m),Somatomotor,0.7777777777777778
314,16,BS-NET (2m),Dorsal Attn,1.0
314,16,BS-NET (2m),Ventral Attn,0.8571428571428571
314,16,BS-NET (2m),Limbic,0.8125
314,16,BS-NET (2m),Control,0.7857142857142857
314,16,BS-NET (2m),Default Mode,1.0
314,17,Raw FC (2m),Visual,0.875
314,17,Raw FC (2m),Somatomotor,0.48148148148148145
314,17,Raw FC (2m),Dorsal Attn,0.42857142857142855
314,17,Raw FC (2m),Ventral Attn,0.9285714285714286
314,17,Raw FC (2m),Limbic,1.0
314,17,Raw FC (2m),Control,1.0
314,17,Raw FC (2m),Default Mode,0.9411764705882353
314,17,BS-NET (2m),Visual,0.9333333333333333
314,17,BS-NET (2m),Somatomotor,0.4642857142857143
314,17,BS-NET (2m),Dorsal Attn,0.4642857142857143
314,17,BS-NET (2m),Ventral Attn,0.9285714285714286
314,17,BS-NET (2m),Limbic,1.0
314,17,BS-NET (2m),Control,1.0
314,17,BS-NET (2m),Default Mode,0.9411764705882353
314,18,Raw FC (2m),Visual,1.0
314,18,Raw FC (2m),Somatomotor,0.6428571428571429
314,18,Raw FC (2m),Dorsal Attn,0.5185185185185185
314,18,Raw FC (2m),Ventral Attn,0.28125
314,18,Raw FC (2m),Limbic,0.875
314,18,Raw FC (2m),Control,0.7777777777777778
314,18,Raw FC (2m),Default Mode,1.0
314,18,BS-NET (2m),Visual,1.0
314,18,BS-NET (2m),Somatomotor,0.9285714285714286
314,18,BS-NET (2m),Dorsal Attn,0.6086956521739131
314,18,BS-NET (2m),Ventral Attn,0.32142857142857145
314,18,BS-NET (2m),Limbic,0.875
314,18,BS-NET (2m),Control,0.7777777777777778
314,18,BS-NET (2m),Default Mode,1.0
314,19,Raw FC (2m),Visual,0.9285714285714286
314,19,Raw FC (2m),Somatomotor,0.6
314,19,Raw FC (2m),Dorsal Attn,0.4117647058823529
314,19,Raw FC (2m),Ventral Attn,0.8235294117647058
314,19,Raw FC (2m),Limbic,0.9333333333333333
314,19,Raw FC (2m),Control,0.7857142857142857
314,19,Raw FC (2m),Default Mode,0.47058823529411764
314,19,BS-NET (2m),Visual,0.9285714285714286
314,19,BS-NET (2m),Somatomotor,0.38461538461538464
314,19,BS-NET (2m),Dorsal Attn,0.36363636363636365
314,19,BS-NET (2m),Ventral Attn,0.7368421052631579
314,19,BS-NET (2m),Limbic,0.9333333333333333
314,19,BS-NET (2m),Control,0.5
314,19,BS-NET (2m),Default Mode,0.5161290322580645
628,0,Raw FC (2m),Visual,0.8125
628,0,Raw FC (2m),Somatomotor,1.0
628,0,Raw FC (2m),Dorsal Attn,1.0
628,0,Raw FC (2m),Ventral Attn,0.8571428571428571
628,0,Raw FC (2m),Limbic,0.9333333333333333
628,0,Raw FC (2m),Control,1.0
628,0,Raw FC (2m),Default Mode,0.8823529411764706
628,0,BS-NET (2m),Visual,0.8125
628,0,BS-NET (2m),Somatomotor,1.0
628,0,BS-NET (2m),Dorsal Attn,1.0
628,0,BS-NET (2m),Ventral Attn,0.7142857142857143
628,0,BS-NET (2m),Limbic,0.9333333333333333
628,0,BS-NET (2m),Control,1.0
628,0,BS-NET (2m),Default Mode,0.7894736842105263
628,1,Raw FC (2m),Visual,0.4666666666666667
628,1,Raw FC (2m),Somatomotor,0.4666666666666667
628,1,Raw FC (2m),Dorsal Attn,0.8
628,1,Raw FC (2m),Ventral Attn,0.9333333333333333
628,1,Raw FC (2m),Limbic,0.7142857142857143
628,1,Raw FC (2m),Control,1.0
628,1,Raw FC (2m),Default Mode,0.9411764705882353
628,1,BS-NET (2m),Visual,0.3225806451612903
628,1,BS-NET (2m),Somatomotor,0.5185185185185185
628,1,BS-NET (2m),Dorsal Attn,0.7333333333333333
628,1,BS-NET (2m),Ventral Attn,0.9333333333333333
628,1,BS-NET (2m),Limbic,0.6666666666666666
628,1,BS-NET (2m),Control,0.9333333333333333
628,1,BS-NET (2m),Default Mode,0.8421052631578947
628,2,Raw FC (2m),Visual,1.0
628,2,Raw FC (2m),Somatomotor,0.8571428571428571
628,2,Raw FC (2m),Dorsal Attn,1.0
628,2,Raw FC (2m),Ventral Attn,0.9333333333333333
628,2,Raw FC (2m),Limbic,1.0
628,2,Raw FC (2m),Control,1.0
628,2,Raw FC (2m),Default Mode,0.9411764705882353
628,2,BS-NET (2m),Visual,1.0
628,2,BS-NET (2m),Somatomotor,0.8571428571428571
628,2,BS-NET (2m),Dorsal Attn,1.0
628,2,BS-NET (2m),Ventral Attn,0.9333333333333333
628,2,BS-NET (2m),Limbic,1.0
628,2,BS-NET (2m),Control,1.0
628,2,BS-NET (2m),Default Mode,0.9411764705882353
628,3,Raw FC (2m),Visual,0.9285714285714286
628,3,Raw FC (2m),Somatomotor,0.8
628,3,Raw FC (2m),Dorsal Attn,0.9333333333333333
628,3,Raw FC (2m),Ventral Attn,0.875
628,3,Raw FC (2m),Limbic,0.9333333333333333
628,3,Raw FC (2m),Control,0.8666666666666667
628,3,Raw FC (2m),Default Mode,0.875
628,3,BS-NET (2m),Visual,0.9285714285714286
628,3,BS-NET (2m),Somatomotor,0.8
628,3,BS-NET (2m),Dorsal Attn,0.9333333333333333
628,3,BS-NET (2m),Ventral Attn,0.875
628,3,BS-NET (2m),Limbic,0.9333333333333333
628,3,BS-NET (2m),Control,0.8666666666666667
628,3,BS-NET (2m),Default Mode,0.875
628,4,Raw FC (2m),Visual,1.0
628,4,Raw FC (2m),Somatomotor,0.875
628,4,Raw FC (2m),Dorsal Attn,1.0
628,4,Raw FC (2m),Ventral Attn,0.7142857142857143
628,4,Raw FC (2m),Limbic,1.0
628,4,Raw FC (2m),Control,1.0
628,4,Raw FC (2m),Default Mode,0.7894736842105263
628,4,BS-NET (2m),Visual,1.0
628,4,BS-NET (2m),Somatomotor,0.9333333333333333
628,4,BS-NET (2m),Dorsal Attn,1.0
628,4,BS-NET (2m),Ventral Attn,0.7857142857142857
628,4,BS-NET (2m),Limbic,1.0
628,4,BS-NET (2m),Control,1.0
628,4,BS-NET (2m),Default Mode,0.8888888888888888
628,5,Raw FC (2m),Visual,0.9333333333333333
628,5,Raw FC (2m),Somatomotor,1.0
628,5,Raw FC (2m),Dorsal Attn,1.0
628,5,Raw FC (2m),Ventral Attn,0.8666666666666667
628,5,Raw FC (2m),Limbic,1.0
628,5,Raw FC (2m),Control,1.0
628,5,Raw FC (2m),Default Mode,0.9375
628,5,BS-NET (2m),Visual,0.9333333333333333
628,5,BS-NET (2m),Somatomotor,1.0
628,5,BS-NET (2m),Dorsal Attn,1.0
628,5,BS-NET (2m),Ventral Attn,0.8666666666666667
628,5,BS-NET (2m),Limbic,1.0
628,5,BS-NET (2m),Control,1.0
628,5,BS-NET (2m),Default Mode,0.9375
628,6,Raw FC (2m),Visual,0.9333333333333333
628,6,Raw FC (2m),Somatomotor,1.0
628,6,Raw FC (2m),Dorsal Attn,1.0
628,6,Raw FC (2m),Ventral Attn,0.7857142857142857
628,6,Raw FC (2m),Limbic,0.875
628,6,Raw FC (2m),Control,0.8666666666666667
628,6,Raw FC (2m),Default Mode,1.0
628,6,BS-NET (2m),Visual,0.9333333333333333
628,6,BS-NET (2m),Somatomotor,1.0
628,6,BS-NET (2m),Dorsal Attn,1.0
628,6,BS-NET (2m),Ventral Attn,0.7857142857142857
628,6,BS-NET (2m),Limbic,0.875
628,6,BS-NET (2m),Control,0.8666666666666667
628,6,BS-NET (2m),Default Mode,1.0
628,7,Raw FC (2m),Visual,0.6666666666666666
628,7,Raw FC (2m),Somatomotor,0.48148148148148145
628,7,Raw FC (2m),Dorsal Attn,0.45161290322580644
628,7,Raw FC (2m),Ventral Attn,0.42857142857142855
628,7,Raw FC (2m),Limbic,0.8235294117647058
628,7,Raw FC (2m),Control,0.9333333333333333
628,7,Raw FC (2m),Default Mode,0.5161290322580645
628,7,BS-NET (2m),Visual,0.6666666666666666
628,7,BS-NET (2m),Somatomotor,0.48148148148148145
628,7,BS-NET (2m),Dorsal Attn,0.45161290322580644
628,7,BS-NET (2m),Ventral Attn,0.42857142857142855
628,7,BS-NET (2m),Limbic,0.7368421052631579
628,7,BS-NET (2m),Control,0.9285714285714286
628,7,BS-NET (2m),Default Mode,0.5161290322580645
628,8,Raw FC (2m),Visual,0.5
628,8,Raw FC (2m),Somatomotor,0.4482758620689655
628,8,Raw FC (2m),Dorsal Attn,0.5
628,8,Raw FC (2m),Ventral Attn,0.9333333333333333
628,8,Raw FC (2m),Limbic,0.9285714285714286
628,8,Raw FC (2m),Control,0.4482758620689655
628,8,Raw FC (2m),Default Mode,1.0
628,8,BS-NET (2m),Visual,0.5
628,8,BS-NET (2m),Somatomotor,0.4482758620689655
628,8,BS-NET (2m),Dorsal Attn,0.5185185185185185
628,8,BS-NET (2m),Ventral Attn,0.9333333333333333
628,8,BS-NET (2m),Limbic,0.8666666666666667
628,8,BS-NET (2m),Control,0.41379310344827586
628,8,BS-NET (2m),Default Mode,1.0
628,9,Raw FC (2m),Visual,0.9333333333333333
628,9,Raw FC (2m),Somatomotor,0.5384615384615384
628,9,Raw FC (2m),Dorsal Attn,0.9285714285714286
628,9,Raw FC (2m),Ventral Attn,0.875
628,9,Raw FC (2m),Limbic,0.3793103448275862
628,9,Raw FC (2m),Control,0.8666666666666667
628,9,Raw FC (2m),Default Mode,1.0
628,9,BS-NET (2m),Visual,0.9333333333333333
628,9,BS-NET (2m),Somatomotor,0.5185185185185185
628,9,BS-NET (2m),Dorsal Attn,0.9285714285714286
628,9,BS-NET (2m),Ventral Attn,0.8125
628,9,BS-NET (2m),Limbic,0.36666666666666664
628,9,BS-NET (2m),Control,0.8666666666666667
628,9,BS-NET (2m),Default Mode,1.0
628,10,Raw FC (2m),Visual,1.0
628,10,Raw FC (2m),Somatomotor,0.9333333333333333
628,10,Raw FC (2m),Dorsal Attn,1.0
628,10,Raw FC (2m),Ventral Attn,0.4642857142857143
628,10,Raw FC (2m),Limbic,0.5185185185185185
628,10,Raw FC (2m),Control,1.0
628,10,Raw FC (2m),Default Mode,0.9375
628,10,BS-NET (2m),Visual,1.0
628,10,BS-NET (2m),Somatomotor,0.9333333333333333
628,10,BS-NET (2m),Dorsal Attn,1.0
628,10,BS-NET (2m),Ventral Attn,0.4642857142857143
628,10,BS-NET (2m),Limbic,0.5185185185185185
628,10,BS-NET (2m),Control,1.0
628,10,BS-NET (2m),Default Mode,0.9375
628,11,Raw FC (2m),Visual,0.8666666666666667
628,11,Raw FC (2m),Somatomotor,0.8
628,11,Raw FC (2m),Dorsal Attn,0.40625
628,11,Raw FC (2m),Ventral Attn,0.45161290322580644
628,11,Raw FC (2m),Limbic,0.42857142857142855
628,11,Raw FC (2m),Control,0.42857142857142855
628,11,Raw FC (2m),Default Mode,0.8235294117647058
628,11,BS-NET (2m),Visual,0.8666666666666667
628,11,BS-NET (2m),Somatomotor,0.8
628,11,BS-NET (2m),Dorsal Attn,0.875
628,11,BS-NET (2m),Ventral Attn,0.8235294117647058
628,11,BS-NET (2m),Limbic,0.4444444444444444
628,11,BS-NET (2m),Control,0.4444444444444444
628,11,BS-NET (2m),Default Mode,0.7647058823529411
628,12,Raw FC (2m),Visual,0.4827586206896552
628,12,Raw FC (2m),Somatomotor,0.9333333333333333
628,12,Raw FC (2m),Dorsal Attn,0.43333333333333335
628,12,Raw FC (2m),Ventral Attn,0.6428571428571429
628,12,Raw FC (2m),Limbic,0.9333333333333333
628,12,Raw FC (2m),Control,0.9285714285714286
628,12,Raw FC (2m),Default Mode,0.8888888888888888
628,12,BS-NET (2m),Visual,0.4482758620689655
628,12,BS-NET (2m),Somatomotor,0.9333333333333333
628,12,BS-NET (2m),Dorsal Attn,0.4482758620689655
628,12,BS-NET (2m),Ventral Attn,0.6428571428571429
628,12,BS-NET (2m),Limbic,0.9333333333333333
628,12,BS-NET (2m),Control,0.9285714285714286
628,12,BS-NET (2m),Default Mode,0.8421052631578947
628,13,Raw FC (2m),Visual,0.25
628,13,Raw FC (2m),Somatomotor,0.47368421052631576
628,13,Raw FC (2m),Dorsal Attn,0.8235294117647058
628,13,Raw FC (2m),Ventral Attn,0.6470588235294118
628,13,Raw FC (2m),Limbic,0.4583333333333333
628,13,Raw FC (2m),Control,0.8571428571428571
628,13,Raw FC (2m),Default Mode,0.7619047619047619
628,13,BS-NET (2m),Visual,0.25
628,13,BS-NET (2m),Somatomotor,0.45
628,13,BS-NET (2m),Dorsal Attn,0.875
628,13,BS-NET (2m),Ventral Attn,0.6470588235294118
628,13,BS-NET (2m),Limbic,0.4583333333333333
628,13,BS-NET (2m),Control,0.8571428571428571
628,13,BS-NET (2m),Default Mode,0.7619047619047619
628,14,Raw FC (2m),Visual,0.9285714285714286
628,14,Raw FC (2m),Somatomotor,1.0
628,14,Raw FC (2m),Dorsal Attn,1.0
628,14,Raw FC (2m),Ventral Attn,0.9333333333333333
628,14,Raw FC (2m),Limbic,0.9285714285714286
628,14,Raw FC (2m),Control,1.0
628,14,Raw FC (2m),Default Mode,0.9411764705882353
628,14,BS-NET (2m),Visual,0.9285714285714286
628,14,BS-NET (2m),Somatomotor,1.0
628,14,BS-NET (2m),Dorsal Attn,1.0
628,14,BS-NET (2m),Ventral Attn,0.9333333333333333
628,14,BS-NET (2m),Limbic,0.9285714285714286
628,14,BS-NET (2m),Control,1.0
628,14,BS-NET (2m),Default Mode,0.9411764705882353
628,15,Raw FC (2m),Visual,0.3103448275862069
628,15,Raw FC (2m),Somatomotor,0.7368421052631579
628,15,Raw FC (2m),Dorsal Attn,0.46153846153846156
628,15,Raw FC (2m),Ventral Attn,0.8235294117647058
628,15,Raw FC (2m),Limbic,0.875
628,15,Raw FC (2m),Control,0.52
628,15,Raw FC (2m),Default Mode,0.3333333333333333
628,15,BS-NET (2m),Visual,0.4482758620689655
628,15,BS-NET (2m),Somatomotor,0.5
628,15,BS-NET (2m),Dorsal Attn,0.75
628,15,BS-NET (2m),Ventral Attn,0.7777777777777778
628,15,BS-NET (2m),Limbic,0.875
628,15,BS-NET (2m),Control,0.52
628,15,BS-NET (2m),Default Mode,0.3333333333333333
628,16,Raw FC (2m),Visual,0.8571428571428571
628,16,Raw FC (2m),Somatomotor,0.8571428571428571
628,16,Raw FC (2m),Dorsal Attn,0.9285714285714286
628,16,Raw FC (2m),Ventral Attn,0.9333333333333333
628,16,Raw FC (2m),Limbic,0.8666666666666667
628,16,Raw FC (2m),Control,0.7777777777777778
628,16,Raw FC (2m),Default Mode,0.8823529411764706
628,16,BS-NET (2m),Visual,0.8571428571428571
628,16,BS-NET (2m),Somatomotor,0.8571428571428571
628,16,BS-NET (2m),Dorsal Attn,0.9285714285714286
628,16,BS-NET (2m),Ventral Attn,0.9333333333333333
628,16,BS-NET (2m),Limbic,0.8666666666666667
628,16,BS-NET (2m),Control,0.7777777777777778
628,16,BS-NET (2m),Default Mode,0.8823529411764706
628,17,Raw FC (2m),Visual,0.875
628,17,Raw FC (2m),Somatomotor,0.9285714285714286
628,17,Raw FC (2m),Dorsal Attn,1.0
628,17,Raw FC (2m),Ventral Attn,0.9333333333333333
628,17,Raw FC (2m),Limbic,0.8571428571428571
628,17,Raw FC (2m),Control,1.0
628,17,Raw FC (2m),Default Mode,1.0
628,17,BS-NET (2m),Visual,0.875
628,17,BS-NET (2m),Somatomotor,0.9285714285714286
628,17,BS-NET (2m),Dorsal Attn,1.0
628,17,BS-NET (2m),Ventral Attn,0.9333333333333333
628,17,BS-NET (2m),Limbic,0.8571428571428571
628,17,BS-NET (2m),Control,1.0
628,17,BS-NET (2m),Default Mode,1.0
628,18,Raw FC (2m),Visual,0.9285714285714286
628,18,Raw FC (2m),Somatomotor,1.0
628,18,Raw FC (2m),Dorsal Attn,0.7777777777777778
628,18,Raw FC (2m),Ventral Attn,0.8666666666666667
628,18,Raw FC (2m),Limbic,0.9285714285714286
628,18,Raw FC (2m),Control,0.8571428571428571
628,18,Raw FC (2m),Default Mode,1.0
628,18,BS-NET (2m),Visual,0.9285714285714286
628,18,BS-NET (2m),Somatomotor,1.0
628,18,BS-NET (2m),Dorsal Attn,0.7777777777777778
628,18,BS-NET (2m),Ventral Attn,0.8666666666666667
628,18,BS-NET (2m),Limbic,0.9285714285714286
628,18,BS-NET (2m),Control,0.8571428571428571
628,18,BS-NET (2m),Default Mode,1.0
628,19,Raw FC (2m),Visual,0.4444444444444444
628,19,Raw FC (2m),Somatomotor,1.0
628,19,Raw FC (2m),Dorsal Attn,0.8235294117647058
628,19,Raw FC (2m),Ventral Attn,0.5
628,19,Raw FC (2m),Limbic,0.9333333333333333
628,19,Raw FC (2m),Control,1.0
628,19,Raw FC (2m),Default Mode,0.8235294117647058
628,19,BS-NET (2m),Visual,0.9285714285714286
628,19,BS-NET (2m),Somatomotor,1.0
628,19,BS-NET (2m),Dorsal Attn,0.7647058823529411
628,19,BS-NET (2m),Ventral Attn,0.9333333333333333
628,19,BS-NET (2m),Limbic,1.0
628,19,BS-NET (2m),Control,1.0
628,19,BS-NET (2m),Default Mode,0.875
1414,0,Raw FC (2m),Visual,0.9333333333333333
1414,0,Raw FC (2m),Somatomotor,0.9333333333333333
1414,0,Raw FC (2m),Dorsal Attn,0.5217391304347826
1414,0,Raw FC (2m),Ventral Attn,0.34615384615384615
1414,0,Raw FC (2m),Limbic,1.0
1414,0,Raw FC (2m),Control,0.7222222222222222
1414,0,Raw FC (2m),Default Mode,0.8888888888888888
1414,0,BS-NET (2m),Visual,0.9333333333333333
1414,0,BS-NET (2m),Somatomotor,0.5833333333333334
1414,0,BS-NET (2m),Dorsal Attn,0.8571428571428571
1414,0,BS-NET (2m),Ventral Attn,0.35714285714285715
1414,0,BS-NET (2m),Limbic,1.0
1414,0,BS-NET (2m),Control,0.7222222222222222
1414,0,BS-NET (2m),Default Mode,0.8888888888888888
1414,1,Raw FC (2m),Visual,0.8
1414,1,Raw FC (2m),Somatomotor,0.8235294117647058
1414,1,Raw FC (2m),Dorsal Attn,0.9285714285714286
1414,1,Raw FC (2m),Ventral Attn,0.4827586206896552
1414,1,Raw FC (2m),Limbic,0.4827586206896552
1414,1,Raw FC (2m),Control,0.8666666666666667
1414,1,Raw FC (2m),Default Mode,0.875
1414,1,BS-NET (2m),Visual,0.8
1414,1,BS-NET (2m),Somatomotor,0.8235294117647058
1414,1,BS-NET (2m),Dorsal Attn,0.9285714285714286
1414,1,BS-NET (2m),Ventral Attn,0.4827586206896552
1414,1,BS-NET (2m),Limbic,0.4827586206896552
1414,1,BS-NET (2m),Control,0.8666666666666667
1414,1,BS-NET (2m),Default Mode,0.875
1414,2,Raw FC (2m),Visual,1.0
1414,2,Raw FC (2m),Somatomotor,0.35714285714285715
1414,2,Raw FC (2m),Dorsal Attn,0.8125
1414,2,Raw FC (2m),Ventral Attn,0.8666666666666667
1414,2,Raw FC (2m),Limbic,0.7777777777777778
1414,2,Raw FC (2m),Control,0.5833333333333334
1414,2,Raw FC (2m),Default Mode,0.9375
1414,2,BS-NET (2m),Visual,0.7777777777777778
1414,2,BS-NET (2m),Somatomotor,0.3076923076923077
1414,2,BS-NET (2m),Dorsal Attn,0.8125
1414,2,BS-NET (2m),Ventral Attn,0.7647058823529411
1414,2,BS-NET (2m),Limbic,0.875
1414,2,BS-NET (2m),Control,0.5454545454545454
1414,2,BS-NET (2m),Default Mode,0.9375
1414,3,Raw FC (2m),Visual,0.5185185185185185
1414,3,Raw FC (2m),Somatomotor,1.0
1414,3,Raw FC (2m),Dorsal Attn,0.9333333333333333
1414,3,Raw FC (2m),Ventral Attn,1.0
1414,3,Raw FC (2m),Limbic,0.4642857142857143
1414,3,Raw FC (2m),Control,1.0
1414,3,Raw FC (2m),Default Mode,1.0
1414,3,BS-NET (2m),Visual,0.9333333333333333
1414,3,BS-NET (2m),Somatomotor,1.0
1414,3,BS-NET (2m),Dorsal Attn,1.0
1414,3,BS-NET (2m),Ventral Attn,1.0
1414,3,BS-NET (2m),Limbic,0.9333333333333333
1414,3,BS-NET (2m),Control,1.0
1414,3,BS-NET (2m),Default Mode,0.875
1414,4,Raw FC (2m),Visual,1.0
1414,4,Raw FC (2m),Somatomotor,0.8125
1414,4,Raw FC (2m),Dorsal Attn,1.0
1414,4,Raw FC (2m),Ventral Attn,0.9333333333333333
1414,4,Raw FC (2m),Limbic,0.9333333333333333
1414,4,Raw FC (2m),Control,0.5185185185185185
1414,4,Raw FC (2m),Default Mode,0.3870967741935484
1414,4,BS-NET (2m),Visual,1.0
1414,4,BS-NET (2m),Somatomotor,0.8125
1414,4,BS-NET (2m),Dorsal Attn,0.875
1414,4,BS-NET (2m),Ventral Attn,0.9333333333333333
1414,4,BS-NET (2m),Limbic,0.9333333333333333
1414,4,BS-NET (2m),Control,0.56
1414,4,BS-NET (2m),Default Mode,0.3225806451612903
1414,5,Raw FC (2m),Visual,0.9333333333333333
1414,5,Raw FC (2m),Somatomotor,0.9285714285714286
1414,5,Raw FC (2m),Dorsal Attn,0.9333333333333333
1414,5,Raw FC (2m),Ventral Attn,0.4642857142857143
1414,5,Raw FC (2m),Limbic,0.5185185185185185
1414,5,Raw FC (2m),Control,1.0
1414,5,Raw FC (2m),Default Mode,1.0
1414,5,BS-NET (2m),Visual,1.0
1414,5,BS-NET (2m),Somatomotor,0.9285714285714286
1414,5,BS-NET (2m),Dorsal Attn,0.9333333333333333
1414,5,BS-NET (2m),Ventral Attn,0.5
1414,5,BS-NET (2m),Limbic,0.5
1414,5,BS-NET (2m),Control,1.0
1414,5,BS-NET (2m),Default Mode,1.0
1414,6,Raw FC (2m),Visual,1.0
1414,6,Raw FC (2m),Somatomotor,0.9333333333333333
1414,6,Raw FC (2m),Dorsal Attn,0.875
1414,6,Raw FC (2m),Ventral Attn,0.9285714285714286
1414,6,Raw FC (2m),Limbic,0.6842105263157895
1414,6,Raw FC (2m),Control,0.42857142857142855
1414,6,Raw FC (2m),Default Mode,0.8888888888888888
1414,6,BS-NET (2m),Visual,1.0
1414,6,BS-NET (2m),Somatomotor,0.9333333333333333
1414,6,BS-NET (2m),Dorsal Attn,0.875
1414,6,BS-NET (2m),Ventral Attn,0.9285714285714286
1414,6,BS-NET (2m),Limbic,0.6842105263157895
1414,6,BS-NET (2m),Control,0.42857142857142855
1414,6,BS-NET (2m),Default Mode,0.8888888888888888
1414,7,Raw FC (2m),Visual,0.9285714285714286
1414,7,Raw FC (2m),Somatomotor,1.0
1414,7,Raw FC (2m),Dorsal Attn,0.9333333333333333
1414,7,Raw FC (2m),Ventral Attn,0.9333333333333333
1414,7,Raw FC (2m),Limbic,0.8571428571428571
1414,7,Raw FC (2m),Control,0.9333333333333333
1414,7,Raw FC (2m),Default Mode,1.0
1414,7,BS-NET (2m),Visual,0.9285714285714286
1414,7,BS-NET (2m),Somatomotor,1.0
1414,7,BS-NET (2m),Dorsal Attn,0.9333333333333333
1414,7,BS-NET (2m),Ventral Attn,0.9333333333333333
1414,7,BS-NET (2m),Limbic,0.8571428571428571
1414,7,BS-NET (2m),Control,0.9333333333333333
1414,7,BS-NET (2m),Default Mode,1.0
1414,8,Raw FC (2m),Visual,1.0
1414,8,Raw FC (2m),Somatomotor,0.7777777777777778
1414,8,Raw FC (2m),Dorsal Attn,0.9285714285714286
1414,8,Raw FC (2m),Ventral Attn,0.8571428571428571
1414,8,Raw FC (2m),Limbic,1.0
1414,8,Raw FC (2m),Control,0.8
1414,8,Raw FC (2m),Default Mode,1.0
1414,8,BS-NET (2m),Visual,1.0
1414,8,BS-NET (2m),Somatomotor,0.8235294117647058
1414,8,BS-NET (2m),Dorsal Attn,0.9285714285714286
1414,8,BS-NET (2m),Ventral Attn,0.8571428571428571
1414,8,BS-NET (2m),Limbic,0.9333333333333333
1414,8,BS-NET (2m),Control,0.8
1414,8,BS-NET (2m),Default Mode,1.0
1414,9,Raw FC (2m),Visual,0.9285714285714286
1414,9,Raw FC (2m),Somatomotor,1.0
1414,9,Raw FC (2m),Dorsal Attn,1.0
1414,9,Raw FC (2m),Ventral Attn,0.9285714285714286
1414,9,Raw FC (2m),Limbic,1.0
1414,9,Raw FC (2m),Control,0.9333333333333333
1414,9,Raw FC (2m),Default Mode,0.9411764705882353
1414,9,BS-NET (2m),Visual,0.9285714285714286
1414,9,BS-NET (2m),Somatomotor,1.0
1414,9,BS-NET (2m),Dorsal Attn,1.0
1414,9,BS-NET (2m),Ventral Attn,0.9285714285714286
1414,9,BS-NET (2m),Limbic,1.0
1414,9,BS-NET (2m),Control,0.9333333333333333
1414,9,BS-NET (2m),Default Mode,0.9411764705882353
1414,10,Raw FC (2m),Visual,0.9333333333333333
1414,10,Raw FC (2m),Somatomotor,0.4444444444444444
1414,10,Raw FC (2m),Dorsal Attn,0.9333333333333333
1414,10,Raw FC (2m),Ventral Attn,1.0
1414,10,Raw FC (2m),Limbic,0.8666666666666667
1414,10,Raw FC (2m),Control,0.8235294117647058
1414,10,Raw FC (2m),Default Mode,0.41379310344827586
1414,10,BS-NET (2m),Visual,0.9333333333333333
1414,10,BS-NET (2m),Somatomotor,0.4444444444444444
1414,10,BS-NET (2m),Dorsal Attn,0.9333333333333333
1414,10,BS-NET (2m),Ventral Attn,1.0
1414,10,BS-NET (2m),Limbic,0.8666666666666667
1414,10,BS-NET (2m),Control,0.8235294117647058
1414,10,BS-NET (2m),Default Mode,0.41379310344827586
1414,11,Raw FC (2m),Visual,0.9285714285714286
1414,11,Raw FC (2m),Somatomotor,0.9285714285714286
1414,11,Raw FC (2m),Dorsal Attn,0.9285714285714286
1414,11,Raw FC (2m),Ventral Attn,0.9333333333333333
1414,11,Raw FC (2m),Limbic,0.9333333333333333
1414,11,Raw FC (2m),Control,1.0
1414,11,Raw FC (2m),Default Mode,0.9411764705882353
1414,11,BS-NET (2m),Visual,0.9285714285714286
1414,11,BS-NET (2m),Somatomotor,0.9285714285714286
1414,11,BS-NET (2m),Dorsal Attn,0.9285714285714286
