Subject,Model,Network,Jaccard Overlap
82,BS-NET (2m),Somatomotor,0.8235294117647058
82,BS-NET (2m),Dorsal Attn,0.4444444444444444
82,BS-NET (2m),Ventral Attn,0.5
82,BS-NET (2m),Limbic,0.9333333333333333
82,BS-NET (2m),Control,0.7333333333333333
82,BS-NET (2m),Default Mode,0.8823529411764706
83,Raw FC (2m),Visual,0.4827586206896552
83,Raw FC (2m),Somatomotor,0.4827586206896552
83,Raw FC (2m),Dorsal Attn,1.0
83,Raw FC (2m),Ventral Attn,0.9333333333333333
83,Raw FC (2m),Limbic,0.9285714285714286
83,Raw FC (2m),Control,0.9285714285714286
83,Raw FC (2m),Default Mode,1.0
83,BS-NET (2m),Visual,0.4827586206896552
83,BS-NET (2m),Somatomotor,0.4827586206896552
83,BS-NET (2m),Dorsal Attn,1.0
83,BS-NET (2m),Ventral Attn,0.8666666666666667
83,BS-NET (2m),Limbic,0.8571428571428571
83,BS-NET (2m),Control,0.9333333333333333
83,BS-NET (2m),Default Mode,1.0
84,Raw FC (2m),Visual,1.0
84,Raw FC (2m),Somatomotor,0.5185185185185185
84,Raw FC (2m),Dorsal Attn,0.8571428571428571
84,Raw FC (2m),Ventral Attn,0.8235294117647058
84,Raw FC (2m),Limbic,0.4642857142857143
84,Raw FC (2m),Control,0.9285714285714286
84,Raw FC (2m),Default Mode,0.9411764705882353
84,BS-NET (2m),Visual,1.0
84,BS-NET (2m),Somatomotor,0.5185185185185185
84,BS-NET (2m),Dorsal Attn,0.8571428571428571
84,BS-NET (2m),Ventral Attn,0.8235294117647058
84,BS-NET (2m),Limbic,0.4642857142857143
84,BS-NET (2m),Control,0.9285714285714286
84,BS-NET (2m),Default Mode,0.9411764705882353
85,Raw FC (2m),Visual,0.4827586206896552
85,Raw FC (2m),Somatomotor,0.9285714285714286
85,Raw FC (2m),Dorsal Attn,1.0
85,Raw FC (2m),Ventral Attn,1.0
85,Raw FC (2m),Limbic,0.4827586206896552
85,Raw FC (2m),Control,0.9333333333333333
85,Raw FC (2m),Default Mode,0.9375
85,BS-NET (2m),Visual,0.4827586206896552
85,BS-NET (2m),Somatomotor,0.9285714285714286
85,BS-NET (2m),Dorsal Attn,1.0
85,BS-NET (2m),Ventral Attn,1.0
85,BS-NET (2m),Limbic,0.4827586206896552
85,BS-NET (2m),Control,0.9333333333333333
85,BS-NET (2m),Default Mode,0.9375
86,Raw FC (2m),Visual,0.8666666666666667
86,Raw FC (2m),Somatomotor,0.4666666666666667
86,Raw FC (2m),Dorsal Attn,0.48148148148148145
86,Raw FC (2m),Ventral Attn,0.48148148148148145
86,Raw FC (2m),Limbic,0.4666666666666667
86,Raw FC (2m),Control,1.0
86,Raw FC (2m),Default Mode,1.0
86,BS-NET (2m),Visual,0.8666666666666667
86,BS-NET (2m),Somatomotor,0.4666666666666667
86,BS-NET (2m),Dorsal Attn,0.48148148148148145
86,BS-NET (2m),Ventral Attn,0.48148148148148145
86,BS-NET (2m),Limbic,0.4666666666666667
86,BS-NET (2m),Control,1.0
86,BS-NET (2m),Default Mode,1.0
87,Raw FC (2m),Visual,0.7368421052631579
87,Raw FC (2m),Somatomotor,0.39285714285714285
87,Raw FC (2m),Dorsal Attn,0.27586206896551724
87,Raw FC (2m),Ventral Attn,0.6086956521739131
87,Raw FC (2m),Limbic,0.8235294117647058
87,Raw FC (2m),Control,0.56
87,Raw FC (2m),Default Mode,1.0
87,BS-NET (2m),Visual,0.7777777777777778
87,BS-NET (2m),Somatomotor,0.42857142857142855
87,BS-NET (2m),Dorsal Attn,0.27586206896551724
87,BS-NET (2m),Ventral Attn,0.6086956521739131
87,BS-NET (2m),Limbic,0.8235294117647058
87,BS-NET (2m),Control,0.5384615384615384
87,BS-NET (2m),Default Mode,1.0
88,Raw FC (2m),Visual,0.25
88,Raw FC (2m),Somatomotor,0.6666666666666666
88,Raw FC (2m),Dorsal Attn,1.0
88,Raw FC (2m),Ventral Attn,1.0
88,Raw FC (2m),Limbic,0.9333333333333333
88,Raw FC (2m),Control,0.6190476190476191
88,Raw FC (2m),Default Mode,0.8823529411764706
88,BS-NET (2m),Visual,0.25
88,BS-NET (2m),Somatomotor,0.6666666666666666
88,BS-NET (2m),Dorsal Attn,1.0
88,BS-NET (2m),Ventral Attn,1.0
88,BS-NET (2m),Limbic,0.9333333333333333
88,BS-NET (2m),Control,0.6190476190476191
88,BS-NET (2m),Default Mode,0.8823529411764706
89,Raw FC (2m),Visual,0.8125
89,Raw FC (2m),Somatomotor,1.0
89,Raw FC (2m),Dorsal Attn,0.8571428571428571
89,Raw FC (2m),Ventral Attn,0.9333333333333333
89,Raw FC (2m),Limbic,0.8571428571428571
89,Raw FC (2m),Control,0.9333333333333333
89,Raw FC (2m),Default Mode,0.9411764705882353
89,BS-NET (2m),Visual,0.8125
89,BS-NET (2m),Somatomotor,1.0
89,BS-NET (2m),Dorsal Attn,0.8571428571428571
89,BS-NET (2m),Ventral Attn,0.9333333333333333
89,BS-NET (2m),Limbic,0.8571428571428571
89,BS-NET (2m),Control,0.9333333333333333
89,BS-NET (2m),Default Mode,0.9411764705882353
90,Raw FC (2m),Visual,0.8
90,Raw FC (2m),Somatomotor,1.0
90,Raw FC (2m),Dorsal Attn,0.7857142857142857
90,Raw FC (2m),Ventral Attn,0.6666666666666666
90,Raw FC (2m),Limbic,0.5625
90,Raw FC (2m),Control,1.0
90,Raw FC (2m),Default Mode,1.0
90,BS-NET (2m),Visual,0.8
90,BS-NET (2m),Somatomotor,0.9333333333333333
90,BS-NET (2m),Dorsal Attn,0.375
90,BS-NET (2m),Ventral Attn,0.6086956521739131
90,BS-NET (2m),Limbic,0.375
90,BS-NET (2m),Control,0.9333333333333333
90,BS-NET (2m),Default Mode,0.9375
91,Raw FC (2m),Visual,0.5
91,Raw FC (2m),Somatomotor,0.9285714285714286
91,Raw FC (2m),Dorsal Attn,0.8235294117647058
91,Raw FC (2m),Ventral Attn,0.4482758620689655
91,Raw FC (2m),Limbic,1.0
91,Raw FC (2m),Control,0.9285714285714286
91,Raw FC (2m),Default Mode,0.9375
91,BS-NET (2m),Visual,0.5
91,BS-NET (2m),Somatomotor,0.9285714285714286
91,BS-NET (2m),Dorsal Attn,0.8235294117647058
91,BS-NET (2m),Ventral Attn,0.4482758620689655
91,BS-NET (2m),Limbic,1.0
91,BS-NET (2m),Control,0.9285714285714286
91,BS-NET (2m),Default Mode,0.9375
92,Raw FC (2m),Visual,0.3448275862068966
92,Raw FC (2m),Somatomotor,0.9285714285714286
92,Raw FC (2m),Dorsal Attn,0.875
92,Raw FC (2m),Ventral Attn,0.9333333333333333
92,Raw FC (2m),Limbic,0.36363636363636365
92,Raw FC (2m),Control,0.56
92,Raw FC (2m),Default Mode,0.46875
92,BS-NET (2m),Visual,1.0
92,BS-NET (2m),Somatomotor,0.9285714285714286
92,BS-NET (2m),Dorsal Attn,0.875
92,BS-NET (2m),Ventral Attn,0.9333333333333333
92,BS-NET (2m),Limbic,0.7857142857142857
92,BS-NET (2m),Control,0.9333333333333333
92,BS-NET (2m),Default Mode,0.8823529411764706
93,Raw FC (2m),Visual,0.875
93,Raw FC (2m),Somatomotor,1.0
93,Raw FC (2m),Dorsal Attn,0.41379310344827586
93,Raw FC (2m),Ventral Attn,0.7647058823529411
93,Raw FC (2m),Limbic,0.9285714285714286
93,Raw FC (2m),Control,1.0
93,Raw FC (2m),Default Mode,0.5357142857142857
93,BS-NET (2m),Visual,0.875
93,BS-NET (2m),Somatomotor,1.0
93,BS-NET (2m),Dorsal Attn,0.41379310344827586
93,BS-NET (2m),Ventral Attn,0.7647058823529411
93,BS-NET (2m),Limbic,0.9285714285714286
93,BS-NET (2m),Control,1.0
93,BS-NET (2m),Default Mode,0.5357142857142857
94,Raw FC (2m),Visual,0.8666666666666667
94,Raw FC (2m),Somatomotor,0.8125
94,Raw FC (2m),Dorsal Attn,1.0
94,Raw FC (2m),Ventral Attn,0.9285714285714286
94,Raw FC (2m),Limbic,0.9285714285714286
94,Raw FC (2m),Control,0.8125
94,Raw FC (2m),Default Mode,1.0
94,BS-NET (2m),Visual,0.8666666666666667
94,BS-NET (2m),Somatomotor,0.8125
94,BS-NET (2m),Dorsal Attn,1.0
94,BS-NET (2m),Ventral Attn,0.9285714285714286
94,BS-NET (2m),Limbic,0.9285714285714286
94,BS-NET (2m),Control,0.8125
94,BS-NET (2m),Default Mode,1.0
95,Raw FC (2m),Visual,1.0
95,Raw FC (2m),Somatomotor,0.36
95,Raw FC (2m),Dorsal Attn,0.9333333333333333
95,Raw FC (2m),Ventral Attn,0.7647058823529411
95,Raw FC (2m),Limbic,0.7368421052631579
95,Raw FC (2m),Control,0.4782608695652174
95,Raw FC (2m),Default Mode,1.0
95,BS-NET (2m),Visual,1.0
95,BS-NET (2m),Somatomotor,0.7857142857142857
95,BS-NET (2m),Dorsal Attn,1.0
95,BS-NET (2m),Ventral Attn,0.7647058823529411
95,BS-NET (2m),Limbic,0.7368421052631579
95,BS-NET (2m),Control,0.7857142857142857
95,BS-NET (2m),Default Mode,0.9375
96,Raw FC (2m),Visual,1.0
96,Raw FC (2m),Somatomotor,0.8571428571428571
96,Raw FC (2m),Dorsal Attn,1.0
96,Raw FC (2m),Ventral Attn,0.9333333333333333
96,Raw FC (2m),Limbic,0.9333333333333333
96,Raw FC (2m),Control,1.0
96,Raw FC (2m),Default Mode,1.0
96,BS-NET (2m),Visual,1.0
96,BS-NET (2m),Somatomotor,0.8571428571428571
96,BS-NET (2m),Dorsal Attn,1.0
96,BS-NET (2m),Ventral Attn,0.9333333333333333
96,BS-NET (2m),Limbic,0.9333333333333333
96,BS-NET (2m),Control,1.0
96,BS-NET (2m),Default Mode,1.0
97,Raw FC (2m),Visual,0.9285714285714286
97,Raw FC (2m),Somatomotor,0.9285714285714286
97,Raw FC (2m),Dorsal Attn,1.0
97,Raw FC (2m),Ventral Attn,0.9333333333333333
97,Raw FC (2m),Limbic,1.0
97,Raw FC (2m),Control,0.9333333333333333
97,Raw FC (2m),Default Mode,1.0
97,BS-NET (2m),Visual,0.9285714285714286
97,BS-NET (2m),Somatomotor,0.9285714285714286
97,BS-NET (2m),Dorsal Attn,1.0
97,BS-NET (2m),Ventral Attn,0.9333333333333333
97,BS-NET (2m),Limbic,1.0
97,BS-NET (2m),Control,0.9333333333333333
97,BS-NET (2m),Default Mode,1.0
98,Raw FC (2m),Visual,0.8
98,Raw FC (2m),Somatomotor,0.9285714285714286
98,Raw FC (2m),Dorsal Attn,0.8666666666666667
98,Raw FC (2m),Ventral Attn,0.75
98,Raw FC (2m),Limbic,0.875
98,Raw FC (2m),Control,0.9333333333333333
98,Raw FC (2m),Default Mode,0.8235294117647058
98,BS-NET (2m),Visual,0.3333333333333333
98,BS-NET (2m),Somatomotor,0.9285714285714286
98,BS-NET (2m),Dorsal Attn,0.8666666666666667
98,BS-NET (2m),Ventral Attn,0.6666666666666666
98,BS-NET (2m),Limbic,0.6666666666666666
98,BS-NET (2m),Control,0.9333333333333333
98,BS-NET (2m),Default Mode,0.5555555555555556
99,Raw FC (2m),Visual,0.5
99,Raw FC (2m),Somatomotor,0.9285714285714286
99,Raw FC (2m),Dorsal Attn,1.0
99,Raw FC (2m),Ventral Attn,0.5
99,Raw FC (2m),Limbic,0.5
99,Raw FC (2m),Control,0.4482758620689655
99,Raw FC (2m),Default Mode,0.9411764705882353
99,BS-NET (2m),Visual,0.5
99,BS-NET (2m),Somatomotor,0.9285714285714286
99,BS-NET (2m),Dorsal Attn,1.0
99,BS-NET (2m),Ventral Attn,0.5
99,BS-NET (2m),Limbic,0.5
99,BS-NET (2m),Control,0.4482758620689655
99,BS-NET (2m),Default Mode,0.9411764705882353
