subject_id,condition,seed,rho_hat_T,delta_from_full
sub-007_schaefer200,L_no_boot,628,0.865021,0.049288
sub-007_schaefer200,L_no_prior,628,0.746018,-0.069715
sub-007_schaefer200,L_no_atten,628,0.893970,0.078238
sub-007_schaefer200,L_full,1414,0.819446,0.000000
sub-007_schaefer200,L_no_sb,1414,0.615852,-0.203594
sub-007_schaefer200,L_no_lw,1414,0.803956,-0.015491
sub-007_schaefer200,L_no_boot,1414,0.865021,0.045574
sub-007_schaefer200,L_no_prior,1414,0.738452,-0.080994
sub-007_schaefer200,L_no_atten,1414,0.891097,0.071650
sub-007_schaefer200,L_full,2718,0.805452,0.000000
sub-007_schaefer200,L_no_sb,2718,0.634217,-0.171235
sub-007_schaefer200,L_no_lw,2718,0.809606,0.004154
sub-007_schaefer200,L_no_boot,2718,0.865021,0.059569
sub-007_schaefer200,L_no_prior,2718,0.720500,-0.084952
sub-007_schaefer200,L_no_atten,2718,0.894662,0.089210
sub-007_schaefer200,L_full,314,0.806814,0.000000
sub-007_schaefer200,L_no_sb,314,0.624574,-0.182240
sub-007_schaefer200,L_no_lw,314,0.793557,-0.013257
sub-007_schaefer200,L_no_boot,314,0.865021,0.058207
sub-007_schaefer200,L_no_prior,314,0.730143,-0.076671
sub-007_schaefer200,L_no_atten,314,0.894098,0.087284
sub-007_schaefer200,L_full,3141,0.804562,0.000000
sub-007_schaefer200,L_no_sb,3141,0.635380,-0.169181
sub-007_schaefer200,L_no_lw,3141,0.804053,-0.000509
sub-007_schaefer200,L_no_boot,3141,0.865021,0.060459
sub-007_schaefer200,L_no_prior,3141,0.691611,-0.112951
sub-007_schaefer200,L_no_atten,3141,0.890204,0.085642
sub-008_schaefer200,L_full,42,0.845983,0.000000
sub-008_schaefer200,L_no_sb,42,0.703012,-0.142971
sub-008_schaefer200,L_no_lw,42,0.838079,-0.007904
sub-008_schaefer200,L_no_boot,42,0.893440,0.047457
sub-008_schaefer200,L_no_prior,42,0.760920,-0.085064
sub-008_schaefer200,L_no_atten,42,0.924229,0.078246
sub-008_schaefer200,L_full,123,0.844739,0.000000
sub-008_schaefer200,L_no_sb,123,0.710920,-0.133819
sub-008_schaefer200,L_no_lw,123,0.841393,-0.003345
sub-008_schaefer200,L_no_boot,123,0.893440,0.048701
sub-008_schaefer200,L_no_prior,123,0.760392,-0.084346
sub-008_schaefer200,L_no_atten,123,0.921401,0.076662
sub-008_schaefer200,L_full,777,0.849867,0.000000
sub-008_schaefer200,L_no_sb,777,0.707290,-0.142576
sub-008_schaefer200,L_no_lw,777,0.846856,-0.003010
sub-008_schaefer200,L_no_boot,777,0.893440,0.043573
sub-008_schaefer200,L_no_prior,777,0.766848,-0.083019
